tweet_id,created_at,date,hour,weekday,user_name,country,posted_via,client,user_followers,user_verified,hashtags,tweet_text,text_clean,p_negative,p_neutral,p_positive,sentiment,sentiment_score,confidence,margin
t00557,2020-08-08 14:30:31,2020-08-08,14,Saturday,Gaurav Patni,,Phone or tablet app,Twitter for Android,263,False,"['COVID19', 'Maharashtra']","12,822 #COVID19 cases, 11081 recovery &amp; 275 deaths reported in #Maharashtra today. Total number of cases in the sta... https://t.co/ITajowhZWs",case recovery death reported maharashtra today total case sta,0.5382,0.4471,0.0147,Negative,-0.5235,0.5382,0.0911
t00558,2020-08-08 14:35:15,2020-08-08,14,Saturday,Mindy Domb,United States,Twitter website,Twitter Web App,2183,False,['COVID19'],Here's a comparison between the USA and Europe re: #COVID19 you don't get to read every day. https://t.co/cJQCO9lmtM,comparison usa europe get read every day,0.0939,0.8455,0.0606,Neutral,-0.0333,0.8455,0.7515
t00559,2020-08-09 03:08:19,2020-08-09,3,Sunday,GlobalPandemic.NET,Global / unstated,Other or custom app,GlobalPandemic.NET,26089,False,,"ALERT: Pelosi, Schumer slam Trump's 'meager' executive orders on COVID-19 relief - Global Pandemic News |... https://t.co/agRxI06KeA",alert pelosi schumer slam trump executive order relief global pandemic news,0.211,0.7564,0.0325,Neutral,-0.1785,0.7564,0.5454
t00560,2020-08-09 03:09:19,2020-08-09,3,Sunday,With Bear,,Twitter website,Twitter Web App,42,False,['NoSailOrder'],.@CDCgov must extend its #NoSailOrder until cruise ships can demonstrate a commitment to protect public health and... https://t.co/Q0gW1q7XQY,must extend nosailorder cruise ship demonstrate commitment protect public health,0.3123,0.6641,0.0236,Neutral,-0.2887,0.6641,0.3519
t00561,2020-08-09 03:12:11,2020-08-09,3,Sunday,yosiaki hasimoto,,Phone or tablet app,Twitter for iPhone,308,False,"['covid19', 'coronavirus', 'stayhome', 'socialdistance']",stay home as much as possible. #covid19 #coronavirus #stayhome #socialdistance,stay home much possible stayhome socialdistance,0.3088,0.6125,0.0787,Neutral,-0.2301,0.6125,0.3037
t00562,2020-08-09 04:11:54,2020-08-09,4,Sunday,Cynthia Trentelman,Canada,Phone or tablet app,Twitter for iPhone,448,False,"['onpoli', 'MaskUp', 'COVID19']",All the best to Ontario students and parents this year. Be safe. #onpoli #MaskUp #COVID19 https://t.co/WKYrr71hCj,best ontario student parent year safe onpoli maskup,0.0129,0.1122,0.8749,Positive,0.862,0.8749,0.7627
t00563,2020-08-09 04:13:27,2020-08-09,4,Sunday,Keerthana J,India,Phone or tablet app,Twitter for Android,756,False,"['COVID19', 'India']","Highest single-day spike of 64,399 #COVID19 positive cases &amp; 861 deaths reported in #India, in the last 24 hours.... https://t.co/u7fAngYp58",highest spike positive case death reported india last hour,0.5005,0.4732,0.0262,Negative,-0.4743,0.5005,0.0273
t00564,2020-08-09 04:21:06,2020-08-09,4,Sunday,DesignGuru,,Phone or tablet app,Twitter for iPhone,118,False,,"“If your job is gone and you can’t get a new one, a rich president who has only ever worked for his daddy has no cl... https://t.co/rHBwOrfHmB",job gone get new one rich president ever worked daddy,0.781,0.2041,0.0149,Negative,-0.7661,0.781,0.5768
t00565,2020-08-09 04:25:49,2020-08-09,4,Sunday,Sam c,,Twitter website,Twitter Web App,35,False,"['COVID19', 'MaskUp']",Researchers created a test to determine which masks are the least effective - CNN #COVID19 #MaskUp https://t.co/L6bguEzSOv,researcher created test determine mask least effective cnn maskup,0.3806,0.5851,0.0342,Neutral,-0.3464,0.5851,0.2045
t00566,2020-08-09 04:28:44,2020-08-09,4,Sunday,A2Z-NEWS Channel,India,Phone or tablet app,Twitter for Android,313,False,['COVID19'],Deeply anguished by news of tragic fire accident at a #COVID19 facility in Vijayawada. Centre assures all support t... https://t.co/yRsutpJDSA,deeply anguished news tragic fire accident facility vijayawada centre assures support,0.8547,0.1343,0.011,Negative,-0.8437,0.8547,0.7205
t00567,2020-08-09 04:37:01,2020-08-09,4,Sunday,paanimart,India,Scheduling tool,Zoho Social,75,False,"['Aventura', 'Watersoftener', 'Discountedprice', 'Buyonline', 'OnlyBangalore', 'Covid19']",#Aventura #Watersoftener #Discountedprice #Buyonline #OnlyBangalore #Covid19 offer Transport cost and Installatio... https://t.co/XVyWsRbRiS,aventura watersoftener discountedprice buyonline onlybangalore offer transport cost installatio,0.124,0.846,0.03,Neutral,-0.094,0.846,0.7221
t00568,2020-08-09 04:51:21,2020-08-09,4,Sunday,siva drakshrapu,India,Phone or tablet app,Twitter for Android,2,False,"['COVID19', 'Vijayawada']",Shocked and distressed to learn about fire accident in a #COVID19 center at #Vijayawada. My deepest condolences to... https://t.co/oSCJF1u4sd,shocked distressed learn fire accident center vijayawada deepest condolence,0.8407,0.1495,0.0098,Negative,-0.8309,0.8407,0.6911
t00569,2020-08-09 04:58:33,2020-08-09,4,Sunday,Rajeshwar🧘♂️ Bharatvaasi,India,Phone or tablet app,Twitter for iPhone,159,False,,Saddened news! A hotel 🏨 turned into COVID19 Facility Center burn To ashes taking more than 10 lives. Its a reputed... https://t.co/DjpPmb9SFG,saddened news hotel turned facility center burn ash taking life reputed,0.9202,0.0748,0.005,Negative,-0.9152,0.9202,0.8454
t00570,2020-08-09 04:59:19,2020-08-09,4,Sunday,desphology,,Twitter website,Twitter Web App,1598,False,"['Halloween', 'facemask', 'facemasks', 'COVID19']",Ancient Egyptian Hieroglyphs Blue Face Mask for #Halloween https://t.co/WnBjhjwfdV #facemask #facemasks #COVID19... https://t.co/GviMUN9hSB,ancient egyptian hieroglyph blue face mask halloween facemask facemasks,0.0627,0.8887,0.0486,Neutral,-0.0141,0.8887,0.8261
t00571,2020-08-09 05:20:25,2020-08-09,5,Sunday,Diligently Seeking✝️🙏🏻,,Phone or tablet app,Twitter for iPhone,770,False,"['Fauci', 'coronavirus', 'COVID19']","Let’s make sure we clearly understand this. In this convo, from 7/28/20, #Fauci says #coronavirus #COVID19 is ever... https://t.co/caiNsegghS",let make sure clearly understand convo fauci say ever,0.0535,0.888,0.0585,Neutral,0.005,0.888,0.8295
t00572,2020-08-09 05:54:38,2020-08-09,5,Sunday,Naeem R Thomas,,Phone or tablet app,Twitter for iPhone,2,False,"['Stimuluscheck', 'COVID19']",@realDonaldTrump So no stimulus payments? #Stimuluscheck #COVID19,stimulus payment stimuluscheck,0.6706,0.3159,0.0135,Negative,-0.6571,0.6706,0.3548
t00573,2020-08-09 06:07:21,2020-08-09,6,Sunday,Louise Sigfrid,United Kingdom,Phone or tablet app,Twitter for iPhone,361,False,['COVID19'],"Sweden's coronavirus figures are falling sharply, #COVID19 https://t.co/GP6heoAqUq",sweden figure falling sharply,0.6985,0.2851,0.0164,Negative,-0.6821,0.6985,0.4133
t00574,2020-08-09 06:20:51,2020-08-09,6,Sunday,PIB in Andhra Pradesh,India,Phone or tablet app,Twitter for Android,3436,True,"['CoronaVirusUpdates', 'COVID19']","#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on August 9, 2020) ➡️68.78% Cured/Discharged/Migrated (1... https://t.co/ai3EVJhgH4",coronavirusupdates case india august,0.1382,0.8387,0.0231,Neutral,-0.1151,0.8387,0.7006
t00575,2020-08-09 06:22:56,2020-08-09,6,Sunday,"Norm Farrell, IN-SIGHTS.CA",Canada,Twitter website,Twitter Web App,4826,False,,Only a matter of time before conspiracy theory crowd move on from Bill Gates and start blaming Jeff Bezos for... https://t.co/6LamDk40dX,matter time conspiracy theory crowd move bill gate start blaming jeff bezos,0.4374,0.5249,0.0377,Neutral,-0.3997,0.5249,0.0875
t00576,2020-08-09 06:50:05,2020-08-09,6,Sunday,Brifly.,India,Phone or tablet app,Twitter for iPhone,126,False,['Dharwad'],"Office of Department of Information and Public Relations, #Dharwad is being sanitized after an employee was tested... https://t.co/dQpyzay57k",office department information public relation dharwad sanitized employee tested,0.0124,0.9215,0.066,Neutral,0.0536,0.9215,0.8555
t00577,2020-08-09 07:09:52,2020-08-09,7,Sunday,Dr Sophie Nightingale,Australia,Phone or tablet app,Twitter for iPhone,568,False,['COVID19'],@Nishaobgyn Surely NSW can learn from Vic. Please. 😷 and close the pubs! Why do we always think it won’t happen to us?? #COVID19,surely nsw learn vic please close pub always think happen,0.8651,0.1218,0.0132,Negative,-0.8519,0.8651,0.7433
t00578,2020-08-09 07:20:24,2020-08-09,7,Sunday,SolipsismCrisis 🔞,,Twitter website,Twitter Web App,304,False,"['COVID19', 'Covid19UK']",Oh look... #COVID19 #Covid19UK https://t.co/tvsUaUd06z,look,0.4574,0.4921,0.0505,Neutral,-0.4069,0.4921,0.0347
t00579,2020-08-09 07:21:31,2020-08-09,7,Sunday,TV Games,United Kingdom,Twitter website,Twitter Web App,148,False,,A lot of talk around at the moment around how Britain should restucture/rescue its economy following the double hit... https://t.co/u0bsOXC85n,lot talk around moment around britain economy following double hit,0.1019,0.8565,0.0416,Neutral,-0.0603,0.8565,0.7546
t00580,2020-08-09 07:26:06,2020-08-09,7,Sunday,SoulStone,,Phone or tablet app,Twitter for Android,213,False,,"@WHO You mad or what ? Why do you take U-turn every other month ? Every other month, you come up with a new theor... https://t.co/x0MXgX5xsz",mad take every month every month come new theor,0.7601,0.2309,0.009,Negative,-0.7511,0.7601,0.5291
t00581,2020-08-09 07:34:40,2020-08-09,7,Sunday,Sambad English,,Twitter website,Twitter Web App,35842,False,"['Odisha', 'Khordha', 'Ganjam', 'COVID19', 'Sambad', 'SambadEnglish']",#Odisha | #Khordha surpasses #Ganjam in #COVID19 cases #Sambad #SambadEnglish https://t.co/2UaYUlDqFr,odisha khordha surpasses ganjam case sambad sambadenglish,0.0309,0.8959,0.0732,Neutral,0.0423,0.8959,0.8227
t00582,2020-08-09 07:43:42,2020-08-09,7,Sunday,TarHeelBruin,,Phone or tablet app,Twitter for iPhone,1775,False,"['WTF', 'COVID19', 'Noonecoming']",Outdoor markets popping up so we can get out... It’s 109 degrees outside #WTF #COVID19 #Noonecoming https://t.co/65VPSqpAn8,outdoor market popping get degree outside wtf noonecoming,0.7223,0.2553,0.0223,Negative,-0.7,0.7223,0.467
t00583,2020-08-09 08:11:41,2020-08-09,8,Sunday,Deniz Engelhardt,,Phone or tablet app,Twitter for iPhone,1612,False,['COVID19'],🇳🇿 New Zealand has gone 100 days without community transmission of #COVID19 — here's how they did it https://t.co/aZpbQVrjkh,new zealand gone day without community transmission,0.0281,0.8389,0.133,Neutral,0.1049,0.8389,0.706
t00584,2020-08-09 08:21:02,2020-08-09,8,Sunday,Farida Bemba Nabourema,,Phone or tablet app,Twitter for iPhone,33367,False,,"Dear African presidents who love to travel, live abroad and visit us on the continent on the holidays, we know that... https://t.co/u2JUQxJ4cr",dear african president love travel live abroad visit continent holiday know,0.0228,0.4083,0.5689,Positive,0.5461,0.5689,0.1605
t00585,2020-08-09 08:21:17,2020-08-09,8,Sunday,Brifly.,India,Phone or tablet app,Twitter for iPhone,126,False,"['NewZealand', 'COVID19']",#NewZealand has now gone 100 days with no community spread of #COVID19 detected. The news is confirmed by the Minis... https://t.co/szvWOJKFH7,newzealand gone day community spread detected news confirmed mini,0.0215,0.8698,0.1087,Neutral,0.0872,0.8698,0.7611
t00586,2020-08-09 08:36:42,2020-08-09,8,Sunday,UNFPA Bangladesh,,Twitter website,Twitter Web App,6037,False,['COVID19'],Breastfeeding should not be stopped out of the fear of having #COVID19. Ensure to: 😷 Wear a mask during feeding 💧... https://t.co/HcTvNr3ugt,breastfeeding stopped fear ensure wear mask feeding,0.4624,0.5044,0.0331,Neutral,-0.4293,0.5044,0.042
t00587,2020-08-09 08:50:33,2020-08-09,8,Sunday,Dr Angharad Watson,,Phone or tablet app,Twitter for Android,426,False,,For all the people excusing Boris's incompetence by saying that nobody knew what we were facing or how to handle it... https://t.co/GfEQrTmxkP,people excusing boris incompetence saying nobody knew facing handle,0.8493,0.142,0.0087,Negative,-0.8406,0.8493,0.7073
t00588,2020-08-09 08:52:23,2020-08-09,8,Sunday,Deccan Herald,India,Twitter website,Twitter Web App,57950,True,['Covid19'],Festival committees in the city are brainstorming ways to ensure the safety of pandal-hoppers amid the #Covid19 cri... https://t.co/t8kDlG8rEl,festival committee city brainstorming way ensure safety amid cri,0.0309,0.8886,0.0805,Neutral,0.0496,0.8886,0.808
t00589,2020-08-09 08:52:34,2020-08-09,8,Sunday,Social Distance Warrior,,Phone or tablet app,Twitter for iPhone,2,False,['WearYourFuckingMask'],"@seanhannity, hey buddy, let’s play the, “Remember when you said this” game. So, do you? #WearYourFuckingMask... https://t.co/2aag2wSR7W",hey buddy let play remember said game wearyourfuckingmask,0.6101,0.3409,0.0491,Negative,-0.561,0.6101,0.2692
t00590,2020-08-09 08:54:32,2020-08-09,8,Sunday,Kees71,,Phone or tablet app,Twitter for Android,730,False,,"@huisdoktertim @rschonck David Icke: ""There is no Covid19, it doesn't exist. At no time did they isolate that so-ca... https://t.co/blIDhOxHos",david icke exist time isolate,0.4456,0.5275,0.0269,Neutral,-0.4187,0.5275,0.0819
t00591,2020-08-09 08:56:11,2020-08-09,8,Sunday,Mitra.H,,Twitter website,Twitter Web App,1355,False,"['Iran', 'coronavirus']","#Iran's #coronavirus death toll is at 84,900 Group of physicians write to regime's officials emphasizing that 200 o... https://t.co/y91NBkpOJq",iran death toll group physician write regime official emphasizing,0.5881,0.4016,0.0102,Negative,-0.5779,0.5881,0.1865
t00592,2020-08-09 08:59:37,2020-08-09,8,Sunday,Sayed Mùhammad Shah Abeezur Rahmán.,India,Phone or tablet app,Twitter for Android,307,False,,@COVIDNewsByMIB @ICMRDELHI @MoHFW_INDIA @PMOIndia @HMOIndia @drharshvardhan @PrakashJavdekar @PIBHomeAffairs... https://t.co/ttw2ItUXtR,,0.0126,0.9353,0.0521,Neutral,0.0395,0.9353,0.8832
t00593,2020-08-09 09:00:06,2020-08-09,9,Sunday,Sugan D Palanee,United Kingdom,Scheduling tool,Sprinklr,1368,False,"['COVID19', 'AI']","#COVID19 is accelerating #AI deployment, but are business leaders and policymakers giving enough consideration to i... https://t.co/JzhX0jL6Y8",accelerating deployment business leader policymakers giving enough consideration,0.0618,0.8192,0.119,Neutral,0.0572,0.8192,0.7002
t00594,2020-08-09 09:01:50,2020-08-09,9,Sunday,"Ministry of Health, Malawi",,Phone or tablet app,Twitter for Android,1505,False,['COVID19'],"On education, solutions will be on a case by case basis. School opening is being discussed. #COVID19",education solution case case basis school opening discussed,0.0419,0.8783,0.0798,Neutral,0.0379,0.8783,0.7985
t00595,2020-08-09 09:06:42,2020-08-09,9,Sunday,Jibu Elias,India,Phone or tablet app,Twitter for iPhone,376,False,,Exploring the possibility of going into a cryogenic hibernation till the end of 2020. Someone please wake me up on... https://t.co/ld632weWWk,exploring possibility going cryogenic hibernation till end someone please wake,0.1753,0.77,0.0547,Neutral,-0.1206,0.77,0.5947
t00596,2020-08-09 09:07:07,2020-08-09,9,Sunday,Rajprasong_News,,Phone or tablet app,Twitter for iPhone,12553,False,['Thailand'],#Thailand is among only 7 countries and territories categorized in the latest US travel advisory as being at low-ri... https://t.co/HeKAm5ADXh,thailand among country territory categorized latest travel advisory,0.377,0.6078,0.0152,Neutral,-0.3618,0.6078,0.2307
t00597,2020-08-09 09:12:23,2020-08-09,9,Sunday,GracepointICC,Nigeria,Phone or tablet app,Twitter for Android,831,False,"['Gracepoint', 'WeMerry', 'COVID19']",We serve a very big God! #Gracepoint #WeMerry amid #COVID19,serve big god gracepoint wemerry amid,0.0053,0.0382,0.9565,Positive,0.9512,0.9565,0.9183
t00598,2020-08-10 15:11:38,2020-08-10,15,Monday,Respect - Unemployed,United Kingdom,Twitter website,Twitter Web App,1161,False,"['Scotland', 'schools']",@JohnSwinney Our advice #Scotland... Ignore @scotgov! Open #schools demand @JohnSwinney @10DowningStreet... https://t.co/MretI2yAU4,advice scotland ignore open school demand,0.2724,0.6474,0.0803,Neutral,-0.1921,0.6474,0.375
t00599,2020-08-10 15:11:59,2020-08-10,15,Monday,Marcus Looney = Source Hill,United States,Cross-posted,Instagram,132,False,"['writingcommunity', 'writing', 'screenwriting', 'covid19']",Always smile even on the darkest days #writingcommunity #writing #screenwriting #covid19 # https://t.co/0ScJqDsSlf,always smile even darkest day writingcommunity writing screenwriting,0.0209,0.1812,0.7979,Positive,0.777,0.7979,0.6166
t00600,2020-08-10 15:12:22,2020-08-10,15,Monday,Libertine Scribbles,India,Twitter website,Twitter Web App,74,False,"['WearAMask', 'COVID19']",Stay home at guys!! If you step out make sure you wear a mask #WearAMask #COVID19 @YUVSTRONG12 @CampaignYolo... https://t.co/4BsNBwlk2X,stay home guy step make sure wear mask wearamask,0.063,0.7415,0.1954,Neutral,0.1324,0.7415,0.5461
t00601,2020-08-10 15:13:02,2020-08-10,15,Monday,STAYHOMESAVELIFE,,Phone or tablet app,Twitter for Android,2417,False,['COVID19'],This was better than #COVID19 atleast you die a happy soul. https://t.co/LtL0SuaPVZ,better atleast die happy soul,0.0465,0.1065,0.847,Positive,0.8005,0.847,0.7405
t00602,2020-08-10 15:13:59,2020-08-10,15,Monday,Doni's RC Adventures,,Phone or tablet app,Twitter for Android,50,False,"['Trump2020', 'Trump2020Landslide']",@TryAgai94108261 @mmpadellan Trump will be remembered as the greatest President ever #Trump2020 #Trump2020Landslide... https://t.co/OllV1o0TNq,trump remembered greatest president ever,0.0029,0.0156,0.9815,Positive,0.9786,0.9815,0.9659
t00603,2020-08-10 15:15:18,2020-08-10,15,Monday,Krishna Accessories House,,Twitter website,Twitter Web App,2,False,,Shop the best steelbird dashing flip up face shields from Krishna Accessories House at the best price and protect y... https://t.co/YiCJwBS06W,shop best steelbird dashing flip face shield krishna accessory house best price protect,0.0067,0.1891,0.8042,Positive,0.7975,0.8042,0.6151
t00604,2020-08-10 15:15:30,2020-08-10,15,Monday,Citizens Action Group,Nigeria,Twitter website,Twitter Web App,136,False,,"By understanding the factors that put the aged ones at an increased risk, you can make decisions about what kind of... https://t.co/9licDP9697",understanding factor put aged one increased risk make decision kind,0.1303,0.8197,0.0499,Neutral,-0.0804,0.8197,0.6894
t00605,2020-08-10 15:16:21,2020-08-10,15,Monday,M. A. Taylor Stark,,Twitter website,Twitter Web App,22,False,"['COVID19', 'NotJustAVisitor']","""We should not have to BEG to be part of our Loved Ones life"" #COVID19 #NotJustAVisitor @MayorOfLA @GavinNewsom... https://t.co/7HEMuj2Tqe",beg part loved one life notjustavisitor,0.2984,0.6139,0.0878,Neutral,-0.2106,0.6139,0.3155
t00606,2020-08-10 15:20:10,2020-08-10,15,Monday,Naomi🇨🇦,,Twitter website,Twitter Web App,3187,False,"['COVID19', 'COVID19']",Serious question: Is #COVID19 racist? Black people are disproportionally affected by #COVID19.... https://t.co/OvfeOd9pK1,serious question racist black people disproportionally affected,0.7482,0.2448,0.0069,Negative,-0.7413,0.7482,0.5034
t00607,2020-08-10 15:23:21,2020-08-10,15,Monday,Latina Comunica,United States,Phone or tablet app,Twitter for iPhone,1258,False,['COVID19'],Almost 100k children have tested positive for #COVID19 in the US https://t.co/V1AV4G10oV,almost child tested positive,0.3075,0.6547,0.0378,Neutral,-0.2697,0.6547,0.3472
t00608,2020-08-10 15:25:15,2020-08-10,15,Monday,InterAcademy Partnership (IAP),Global / unstated,Twitter website,Twitter Web App,3113,False,,"🇨🇺Rafael Bello, from the Marta Abreu Central University in Las Villas, was elected along with seven Cuban experts t... https://t.co/WXJ9ew2orh",bello marta abreu central university la villa elected along seven cuban expert,0.0061,0.8277,0.1662,Neutral,0.1601,0.8277,0.6616
t00609,2020-08-10 15:31:05,2020-08-10,15,Monday,Melissa V.,,Twitter website,Twitter Web App,16,False,,We call upon the White House’s negotiators @MarkMeadows @stevenmnuchin1 to join @SenSchumer @SpeakerPelosi once ag... https://t.co/NoC684Hy6n,call upon white house negotiator join,0.0218,0.8959,0.0823,Neutral,0.0605,0.8959,0.8136
t00610,2020-08-10 15:34:08,2020-08-10,15,Monday,KC Happenin',,Phone or tablet app,Twitter for Android,128,False,"['TrumpIsANationalDisgrace', 'coronavirus']","@DemocracyInn Don't let up, people. Vote like your life depends on it!!! #TrumpIsANationalDisgrace #coronavirus... https://t.co/gyDJSm1GPo",let people vote like life depends trumpisanationaldisgrace,0.706,0.2234,0.0707,Negative,-0.6353,0.706,0.4826
t00611,2020-08-10 15:37:46,2020-08-10,15,Monday,JΞRΞMY ☆ BL♜SS,United States,Phone or tablet app,Twitter for iPad,766,False,['COVID19'],PSA America &amp; @sam_vinograd 🔮🇺🇸 my #COVID19 Test; was (Negative) 💍🕊🧬 -JB https://t.co/iOI8ZPKwa7,psa america test negative,0.1136,0.6697,0.2167,Neutral,0.1031,0.6697,0.4529
t00612,2020-08-10 15:38:17,2020-08-10,15,Monday,M Health Fairview,United States,Twitter website,Twitter Web App,6389,False,['COVID19'],"This weekend we gave free #COVID19 tests to over 1,100 people. “I’m thrilled there are so many people here,” our do... https://t.co/MlS6kiIuyO",weekend gave free test people thrilled many people,0.0021,0.0289,0.969,Positive,0.9669,0.969,0.9401
t00613,2020-08-10 15:38:34,2020-08-10,15,Monday,chip mcdonald,United States,Phone or tablet app,Twitter for Android,918,False,,"Don't be the person referring to what you think are technical aspects of ""the vaccine"" as if they're all the same.... https://t.co/qZtPaHjylE",person referring think technical aspect vaccine,0.4818,0.4888,0.0294,Neutral,-0.4524,0.4888,0.007
t00614,2020-08-10 15:40:07,2020-08-10,15,Monday,Congressional Progressive Caucus Center,United States,Scheduling tool,Hootsuite Inc,5584,False,"['COVID19', 'unemployment']","The #COVID19 pandemic has reiterated three important things: how necessary #unemployment insurance is, how powerful... https://t.co/csrcMiaXQ4",pandemic reiterated three important thing necessary unemployment insurance powerful,0.2122,0.6717,0.1161,Neutral,-0.0961,0.6717,0.4595
t00615,2020-08-10 15:45:08,2020-08-10,15,Monday,"King County, WA",United States,Twitter website,Twitter Web App,82191,True,['COVID19'],"During the #COVID19 pandemic, fire agencies will take new steps to protect firefighters, residents and the environm... https://t.co/7tJAdGliuJ",pandemic fire agency take new step protect firefighter resident environm,0.0425,0.8819,0.0757,Neutral,0.0332,0.8819,0.8062
t00616,2020-08-10 15:47:58,2020-08-10,15,Monday,APLU,United States,Twitter website,Twitter Web App,8023,True,"['DYK', 'COVID19']",#DYK @Mizzou researchers recently developed an ethanol-based hand sanitizer to curb the spread of #COVID19? The tea... https://t.co/i9lS4DeogL,dyk researcher recently developed hand sanitizer curb spread tea,0.0541,0.8728,0.0731,Neutral,0.019,0.8728,0.7997
t00617,2020-08-10 15:48:19,2020-08-10,15,Monday,LarryBee🤡,,Phone or tablet app,Twitter for Android,1725,False,['bbnaijialockdown'],"Available at cheaper offer and many more ..... Order for yours now Ibadan , Lagos ........ #bbnaijialockdown... https://t.co/7tyaQ7nbck",available cheaper offer many order ibadan lagos bbnaijialockdown,0.0076,0.6231,0.3693,Neutral,0.3617,0.6231,0.2538
t00618,2020-08-10 15:51:41,2020-08-10,15,Monday,The PRI,United Kingdom,Twitter website,Twitter Web App,21763,True,,"Podcast: @gemma_james1, PRI, Marc Robert, Water Asset Management, @wateraid, &amp; Maher Abdullah Al, Fakir Fashion, di... https://t.co/HAPGd8rY1H",podcast pri marc robert water asset management maher abdullah fakir fashion,0.0065,0.9356,0.0579,Neutral,0.0514,0.9356,0.8777
t00619,2020-08-10 15:58:42,2020-08-10,15,Monday,rainmaker,,Phone or tablet app,Twitter for Android,687,False,"['Florida', 'COVID19']",@DWUhlfelderLaw @rcrockett #Florida @RonDeSantisFL is just asking for an outbreak #COVID19. What in the name of all... https://t.co/srGBGcwQZC,florida asking outbreak name,0.8924,0.0998,0.0078,Negative,-0.8846,0.8924,0.7926
t00620,2020-08-10 16:00:24,2020-08-10,16,Monday,🏥 Alder Hey 🌳,United Kingdom,Scheduling tool,Sprout Social,48597,True,,Wearing a face covering 😷 can help to protect you &amp; others around you who may be vulnerable to viruses such as... https://t.co/AeRoIgbHFu,wearing face covering help protect others around may vulnerable virus,0.0867,0.7519,0.1614,Neutral,0.0747,0.7519,0.5905
t00621,2020-08-10 16:00:29,2020-08-10,16,Monday,Massachusetts Medical Society (MMS),,Scheduling tool,Hootsuite Inc,11118,True,"['Massachusetts', 'COVID19']","Nearly 7,000 #Massachusetts children have contracted #COVID19, including 118 hospitalizations, according to a repor... https://t.co/ZG5pQd4qo8",nearly massachusetts child contracted including hospitalization according repor,0.4805,0.5041,0.0154,Neutral,-0.4651,0.5041,0.0237
t00622,2020-08-10 16:04:15,2020-08-10,16,Monday,Barry Pearman Mental Health - Faith : Hope : Love,,Scheduling tool,Hootsuite Inc,14091,False,,If you want to beat COVID-19 you need to ask yourself this question ‘What is the most important thing?’ and I hope... https://t.co/Cmjhx0mlN6,want beat need ask question important thing hope,0.0387,0.4816,0.4797,Neutral,0.441,0.4816,0.0019
t00623,2020-08-10 16:05:35,2020-08-10,16,Monday,Pathfinders,Global / unstated,Scheduling tool,Hootsuite Inc,1056,False,['COVID19'],"#COVID19 isn't just threatening peoples' health, it's exposing deep-rooted inequalities and increasing vulnerabilit... https://t.co/fBwoh1w91Q",threatening people health exposing inequality increasing vulnerabilit,0.8645,0.1287,0.0068,Negative,-0.8577,0.8645,0.7358
t00624,2020-08-10 16:06:02,2020-08-10,16,Monday,Make America Honest😷🌹🔥🎶🎨🏘🔥💚🔥🌎💃🏻⚖️🗽🕺🏼🗳🇺🇸🔬🔭👊🏿🤝🌈🙌✌️,United States,Twitter website,Twitter Web App,3731,False,"['MedicareForAll', 'GreenNewDeal', 'UBI', 'Covid19']","Yep, just look at all the Dems voter suppression No🔻 #MedicareForAll #GreenNewDeal #UBI At least #Covid19 Relie... https://t.co/Pd3uQeeVyi",yep look dems voter suppression medicareforall greennewdeal ubi least relie,0.7478,0.2317,0.0205,Negative,-0.7273,0.7478,0.5162
t00625,2020-08-10 16:06:49,2020-08-10,16,Monday,WaterAid Sierra Leone,,Twitter website,Twitter Web App,75,False,"['Handwashing', 'COVID19']",#Handwashing with soap and clean water is one of the most effective ways to prevent the spread of #COVID19. We have... https://t.co/FjnkfqmUoB,handwashing soap clean water one effective way prevent spread,0.0163,0.3981,0.5856,Positive,0.5693,0.5856,0.1876
t00626,2020-08-10 16:08:28,2020-08-10,16,Monday,Christopher Rabbit,United States,Phone or tablet app,Twitter for Android,692,False,,@GovInslee @Seahawks To keep ALL teams and staff healthy you need to test EVERYONE everyday they enter that stadium... https://t.co/5XJEKEj8qn,keep team staff healthy need test everyone everyday enter stadium,0.0446,0.7182,0.2372,Neutral,0.1926,0.7182,0.4811
t00627,2020-08-10 16:09:48,2020-08-10,16,Monday,Nikki Fried,United States,Phone or tablet app,Twitter for iPhone,25912,True,,"At a time when we should be united, we are more divided than ever. But together, Florida can recover from... https://t.co/1WKUe3OhRO",time united divided ever together florida recover,0.5874,0.3653,0.0474,Negative,-0.54,0.5874,0.2221
t00628,2020-08-10 16:11:09,2020-08-10,16,Monday,Kim Richards,,Twitter website,Twitter Web App,45785,False,['Covid19'],Got tested for #Covid19 at one of @CoreResponse's MANY Drive-thru testing sites in L.A.. Kudos to @SeanPenn &amp; Ann L... https://t.co/26gxIjMb86,got tested one many testing site kudos ann,0.0046,0.1012,0.8942,Positive,0.8896,0.8942,0.793
t00629,2020-08-10 16:11:23,2020-08-10,16,Monday,boopie,United States,Twitter website,Twitter Web App,35,False,"['covid19', 'football']","@Jim_Jordan Go ahead and play yourself, then don't come to the hospital when u get covid #covid19 #football",ahead play come hospital get football,0.7008,0.2805,0.0186,Negative,-0.6822,0.7008,0.4203
