tweet_id,date,hour,weekday,posted_via,country,sentiment,sentiment_score,confidence,margin
t00577,2020-08-09,7,Sunday,Phone or tablet app,Australia,Negative,-0.8519,0.8651,0.7433
t00578,2020-08-09,7,Sunday,Twitter website,,Neutral,-0.4069,0.4921,0.0347
t00579,2020-08-09,7,Sunday,Twitter website,United Kingdom,Neutral,-0.0603,0.8565,0.7546
t00580,2020-08-09,7,Sunday,Phone or tablet app,,Negative,-0.7511,0.7601,0.5291
t00581,2020-08-09,7,Sunday,Twitter website,,Neutral,0.0423,0.8959,0.8227
t00582,2020-08-09,7,Sunday,Phone or tablet app,,Negative,-0.7,0.7223,0.467
t00583,2020-08-09,8,Sunday,Phone or tablet app,,Neutral,0.1049,0.8389,0.706
t00584,2020-08-09,8,Sunday,Phone or tablet app,,Positive,0.5461,0.5689,0.1605
t00585,2020-08-09,8,Sunday,Phone or tablet app,India,Neutral,0.0872,0.8698,0.7611
t00586,2020-08-09,8,Sunday,Twitter website,,Neutral,-0.4293,0.5044,0.042
t00587,2020-08-09,8,Sunday,Phone or tablet app,,Negative,-0.8406,0.8493,0.7073
t00588,2020-08-09,8,Sunday,Twitter website,India,Neutral,0.0496,0.8886,0.808
t00589,2020-08-09,8,Sunday,Phone or tablet app,,Negative,-0.561,0.6101,0.2692
t00590,2020-08-09,8,Sunday,Phone or tablet app,,Neutral,-0.4187,0.5275,0.0819
t00591,2020-08-09,8,Sunday,Twitter website,,Negative,-0.5779,0.5881,0.1865
t00592,2020-08-09,8,Sunday,Phone or tablet app,India,Neutral,0.0395,0.9353,0.8832
t00593,2020-08-09,9,Sunday,Scheduling tool,United Kingdom,Neutral,0.0572,0.8192,0.7002
t00594,2020-08-09,9,Sunday,Phone or tablet app,,Neutral,0.0379,0.8783,0.7985
t00595,2020-08-09,9,Sunday,Phone or tablet app,India,Neutral,-0.1206,0.77,0.5947
t00596,2020-08-09,9,Sunday,Phone or tablet app,,Neutral,-0.3618,0.6078,0.2307
t00597,2020-08-09,9,Sunday,Phone or tablet app,Nigeria,Positive,0.9512,0.9565,0.9183
t00598,2020-08-10,15,Monday,Twitter website,United Kingdom,Neutral,-0.1921,0.6474,0.375
t00599,2020-08-10,15,Monday,Cross-posted,United States,Positive,0.777,0.7979,0.6166
t00600,2020-08-10,15,Monday,Twitter website,India,Neutral,0.1324,0.7415,0.5461
t00601,2020-08-10,15,Monday,Phone or tablet app,,Positive,0.8005,0.847,0.7405
t00602,2020-08-10,15,Monday,Phone or tablet app,,Positive,0.9786,0.9815,0.9659
t00603,2020-08-10,15,Monday,Twitter website,,Positive,0.7975,0.8042,0.6151
t00604,2020-08-10,15,Monday,Twitter website,Nigeria,Neutral,-0.0804,0.8197,0.6894
t00605,2020-08-10,15,Monday,Twitter website,,Neutral,-0.2106,0.6139,0.3155
t00606,2020-08-10,15,Monday,Twitter website,,Negative,-0.7413,0.7482,0.5034
t00607,2020-08-10,15,Monday,Phone or tablet app,United States,Neutral,-0.2697,0.6547,0.3472
t00608,2020-08-10,15,Monday,Twitter website,Global / unstated,Neutral,0.1601,0.8277,0.6616
t00609,2020-08-10,15,Monday,Twitter website,,Neutral,0.0605,0.8959,0.8136
t00610,2020-08-10,15,Monday,Phone or tablet app,,Negative,-0.6353,0.706,0.4826
t00611,2020-08-10,15,Monday,Phone or tablet app,United States,Neutral,0.1031,0.6697,0.4529
t00612,2020-08-10,15,Monday,Twitter website,United States,Positive,0.9669,0.969,0.9401
t00613,2020-08-10,15,Monday,Phone or tablet app,United States,Neutral,-0.4524,0.4888,0.007
t00614,2020-08-10,15,Monday,Scheduling tool,United States,Neutral,-0.0961,0.6717,0.4595
t00615,2020-08-10,15,Monday,Twitter website,United States,Neutral,0.0332,0.8819,0.8062
t00616,2020-08-10,15,Monday,Twitter website,United States,Neutral,0.019,0.8728,0.7997
t00617,2020-08-10,15,Monday,Phone or tablet app,,Neutral,0.3617,0.6231,0.2538
t00618,2020-08-10,15,Monday,Twitter website,United Kingdom,Neutral,0.0514,0.9356,0.8777
t00619,2020-08-10,15,Monday,Phone or tablet app,,Negative,-0.8846,0.8924,0.7926
t00620,2020-08-10,16,Monday,Scheduling tool,United Kingdom,Neutral,0.0747,0.7519,0.5905
t00621,2020-08-10,16,Monday,Scheduling tool,,Neutral,-0.4651,0.5041,0.0237
t00622,2020-08-10,16,Monday,Scheduling tool,,Neutral,0.441,0.4816,0.0019
t00623,2020-08-10,16,Monday,Scheduling tool,Global / unstated,Negative,-0.8577,0.8645,0.7358
t00624,2020-08-10,16,Monday,Twitter website,United States,Negative,-0.7273,0.7478,0.5162
t00625,2020-08-10,16,Monday,Twitter website,,Positive,0.5693,0.5856,0.1876
t00626,2020-08-10,16,Monday,Phone or tablet app,United States,Neutral,0.1926,0.7182,0.4811
t00627,2020-08-10,16,Monday,Phone or tablet app,United States,Negative,-0.54,0.5874,0.2221
t00628,2020-08-10,16,Monday,Twitter website,,Positive,0.8896,0.8942,0.793
t00629,2020-08-10,16,Monday,Twitter website,United States,Negative,-0.6822,0.7008,0.4203
t00630,2020-08-10,16,Monday,Twitter website,United Kingdom,Neutral,0.0655,0.9184,0.8448
t00631,2020-08-10,16,Monday,Twitter website,United States,Neutral,0.054,0.9216,0.8554
t00632,2020-08-10,16,Monday,Phone or tablet app,Canada,Neutral,-0.0278,0.9014,0.8382
t00633,2020-08-10,16,Monday,Twitter website,Canada,Negative,-0.9197,0.927,0.8613
t00634,2020-08-10,16,Monday,Scheduling tool,United States,Negative,-0.6874,0.7072,0.4341
t00635,2020-08-10,16,Monday,Scheduling tool,Canada,Neutral,-0.0668,0.866,0.7656
t00636,2020-08-10,16,Monday,Twitter website,Global / unstated,Neutral,0.0592,0.9297,0.8649
t00637,2020-08-10,16,Monday,Twitter website,United States,Negative,-0.594,0.6042,0.2186
t00638,2020-08-11,6,Tuesday,Phone or tablet app,,Positive,0.8859,0.8928,0.7924
t00639,2020-08-11,6,Tuesday,Scheduling tool,India,Neutral,-0.0504,0.9144,0.8464
t00640,2020-08-11,6,Tuesday,Phone or tablet app,United Kingdom,Negative,-0.4979,0.5218,0.0676
t00641,2020-08-11,7,Tuesday,Phone or tablet app,,Neutral,0.0164,0.8876,0.8232
t00642,2020-08-11,7,Tuesday,Phone or tablet app,,Negative,-0.8527,0.8587,0.7235
t00643,2020-08-11,7,Tuesday,Scheduling tool,Nigeria,Neutral,0.2606,0.6734,0.3799
t00644,2020-08-11,7,Tuesday,Unknown,,Neutral,0.0461,0.8701,0.7821
t00645,2020-08-11,7,Tuesday,Twitter website,,Neutral,-0.4022,0.57,0.1539
t00646,2020-08-11,7,Tuesday,Twitter website,,Negative,-0.5045,0.518,0.0494
t00647,2020-08-11,7,Tuesday,Phone or tablet app,India,Positive,0.9639,0.9662,0.9347
t00648,2020-08-11,8,Tuesday,Scheduling tool,,Neutral,0.241,0.7502,0.5047
t00649,2020-08-11,8,Tuesday,Cross-posted,Pakistan,Positive,0.8103,0.8132,0.6292
t00650,2020-08-11,8,Tuesday,Scheduling tool,United States,Neutral,0.1287,0.8591,0.7243
t00651,2020-08-11,8,Tuesday,TweetDeck,,Neutral,-0.4352,0.5206,0.0633
t00652,2020-08-11,8,Tuesday,TweetDeck,,Neutral,-0.393,0.5663,0.1529
t00653,2020-08-11,8,Tuesday,Twitter website,,Neutral,0.0751,0.9022,0.8157
t00654,2020-08-11,8,Tuesday,Twitter website,United Kingdom,Neutral,0.0114,0.93,0.8894
t00655,2020-08-11,8,Tuesday,Phone or tablet app,United Kingdom,Neutral,-0.0326,0.8102,0.6991
t00656,2020-08-11,9,Tuesday,TweetDeck,United States,Neutral,0.0288,0.9188,0.8638
t00657,2020-08-11,9,Tuesday,Phone or tablet app,United Kingdom,Neutral,0.194,0.7674,0.554
t00658,2020-08-11,9,Tuesday,Phone or tablet app,United Kingdom,Neutral,-0.0459,0.8636,0.7725
t00659,2020-08-11,9,Tuesday,Scheduling tool,,Negative,-0.6509,0.6637,0.3403
t00660,2020-08-11,9,Tuesday,TweetDeck,Kenya,Neutral,-0.3143,0.6573,0.3288
t00661,2020-08-11,9,Tuesday,Phone or tablet app,United Kingdom,Neutral,-0.1243,0.7891,0.6215
t00662,2020-08-11,9,Tuesday,Twitter website,,Positive,0.7071,0.7115,0.4274
t00663,2020-08-11,9,Tuesday,Phone or tablet app,South Africa,Neutral,0.3067,0.6801,0.3668
t00664,2020-08-11,9,Tuesday,Twitter website,United Kingdom,Negative,-0.9117,0.9193,0.8463
t00665,2020-08-11,9,Tuesday,TweetDeck,India,Neutral,0.0559,0.9144,0.8436
t00666,2020-08-11,9,Tuesday,Twitter website,,Negative,-0.4419,0.4891,0.0254
t00667,2020-08-11,10,Tuesday,Scheduling tool,,Neutral,-0.1574,0.7702,0.5767
t00668,2020-08-11,10,Tuesday,Phone or tablet app,Australia,Neutral,0.063,0.6274,0.4096
t00669,2020-08-11,10,Tuesday,Phone or tablet app,,Positive,0.7922,0.8044,0.6209
t00670,2020-08-11,10,Tuesday,TweetDeck,,Neutral,-0.2969,0.648,0.3235
t00671,2020-08-11,10,Tuesday,Twitter website,India,Neutral,0.071,0.7836,0.6398
t00672,2020-08-11,10,Tuesday,Phone or tablet app,United Kingdom,Negative,-0.6123,0.6292,0.2753
t00673,2020-08-11,10,Tuesday,Scheduling tool,South Africa,Neutral,-0.0202,0.6936,0.5303
t00674,2020-08-11,10,Tuesday,Twitter website,India,Positive,0.9044,0.9082,0.8201
t00675,2020-08-11,10,Tuesday,Twitter website,India,Neutral,0.1544,0.8289,0.6661
t00676,2020-08-11,10,Tuesday,Twitter website,Canada,Neutral,-0.4561,0.4897,0.0064
t00677,2020-08-11,10,Tuesday,Bot or auto-feed,,Negative,-0.7386,0.7489,0.5082
t00678,2020-08-12,5,Wednesday,Twitter website,India,Neutral,-0.4465,0.5281,0.069
t00679,2020-08-12,5,Wednesday,Twitter website,United States,Neutral,0.2688,0.7223,0.4491
t00680,2020-08-12,5,Wednesday,Twitter website,India,Neutral,-0.0678,0.8368,0.7213
t00681,2020-08-12,6,Wednesday,Phone or tablet app,India,Negative,-0.8063,0.8245,0.6671
t00682,2020-08-12,6,Wednesday,Twitter website,United States,Neutral,0.1361,0.8475,0.7031
t00683,2020-08-12,6,Wednesday,Twitter website,India,Neutral,0.3699,0.6195,0.2443
t00684,2020-08-12,6,Wednesday,Twitter website,,Neutral,-0.2705,0.6791,0.3834
t00685,2020-08-12,6,Wednesday,Phone or tablet app,India,Neutral,0.0529,0.9354,0.8767
t00686,2020-08-12,6,Wednesday,Other or custom app,India,Neutral,0.0769,0.8842,0.7878
t00687,2020-08-12,6,Wednesday,Phone or tablet app,,Neutral,-0.2867,0.6275,0.2979
t00688,2020-08-12,6,Wednesday,Twitter website,,Neutral,-0.118,0.7824,0.6146
t00689,2020-08-12,6,Wednesday,Phone or tablet app,,Neutral,0.4418,0.5514,0.1061
t00690,2020-08-12,6,Wednesday,TweetDeck,,Negative,-0.5045,0.5257,0.0725
t00691,2020-08-12,7,Wednesday,Bot or auto-feed,,Neutral,-0.3447,0.5691,0.1812
t00692,2020-08-12,7,Wednesday,Twitter website,,Neutral,0.0359,0.9379,0.8888
t00693,2020-08-12,7,Wednesday,Twitter website,Australia,Positive,0.5792,0.5855,0.1772
t00694,2020-08-12,7,Wednesday,Phone or tablet app,,Negative,-0.893,0.9025,0.8146
t00695,2020-08-12,7,Wednesday,Phone or tablet app,United Kingdom,Neutral,-0.4512,0.4977,0.0209
t00696,2020-08-12,8,Wednesday,Scheduling tool,Australia,Neutral,0.2024,0.7862,0.578
t00697,2020-08-12,8,Wednesday,Other or custom app,,Negative,-0.9286,0.9347,0.8755
t00698,2020-08-12,8,Wednesday,Phone or tablet app,United Kingdom,Negative,-0.5684,0.5808,0.174
t00699,2020-08-12,8,Wednesday,Phone or tablet app,India,Neutral,0.3317,0.5623,0.1776
t00700,2020-08-12,8,Wednesday,Twitter website,,Neutral,0.0237,0.9395,0.8975
t00701,2020-08-12,8,Wednesday,Phone or tablet app,,Negative,-0.6524,0.6786,0.3833
t00702,2020-08-12,8,Wednesday,Twitter website,,Negative,-0.6412,0.659,0.3358
t00703,2020-08-12,8,Wednesday,Phone or tablet app,United States,Negative,-0.6751,0.6861,0.3831
t00704,2020-08-12,8,Wednesday,Phone or tablet app,,Positive,0.8063,0.8128,0.6322
t00705,2020-08-12,8,Wednesday,Twitter website,United Kingdom,Neutral,0.1067,0.8429,0.7109
t00706,2020-08-12,9,Wednesday,Phone or tablet app,,Neutral,-0.1496,0.6668,0.4254
t00707,2020-08-12,9,Wednesday,Twitter website,United States,Neutral,-0.3087,0.5779,0.2125
t00708,2020-08-12,9,Wednesday,Twitter website,,Negative,-0.5536,0.576,0.1744
t00709,2020-08-12,9,Wednesday,Phone or tablet app,,Neutral,0.0825,0.9061,0.8179
t00710,2020-08-12,9,Wednesday,Twitter website,Ireland,Negative,-0.7519,0.7653,0.5439
t00711,2020-08-12,9,Wednesday,Other or custom app,India,Negative,-0.6213,0.6303,0.2696
t00712,2020-08-12,9,Wednesday,Twitter website,,Negative,-0.8631,0.8721,0.7532
t00713,2020-08-12,9,Wednesday,Twitter website,,Positive,0.9573,0.9593,0.9206
t00714,2020-08-12,9,Wednesday,Scheduling tool,United Kingdom,Neutral,-0.255,0.6317,0.32
t00715,2020-08-12,9,Wednesday,Twitter website,United States,Negative,-0.8371,0.8492,0.7106
t00716,2020-08-12,9,Wednesday,Phone or tablet app,India,Positive,0.7119,0.7553,0.5539
t00717,2020-08-12,9,Wednesday,Twitter website,,Neutral,-0.3722,0.5922,0.2023
t00718,2020-08-13,6,Thursday,Other or custom app,,Negative,-0.4723,0.4957,0.0148
t00719,2020-08-13,6,Thursday,Phone or tablet app,Global / unstated,Negative,-0.7668,0.7852,0.5888
t00720,2020-08-13,6,Thursday,Twitter website,,Neutral,0.0181,0.8488,0.7642
t00721,2020-08-13,7,Thursday,Twitter website,,Negative,-0.8874,0.8943,0.7955
t00722,2020-08-13,7,Thursday,Twitter website,,Neutral,0.0092,0.9386,0.9033
t00723,2020-08-13,7,Thursday,Twitter website,United Kingdom,Positive,0.9125,0.9149,0.8322
t00724,2020-08-13,7,Thursday,Phone or tablet app,,Negative,-0.5603,0.5789,0.1764
t00725,2020-08-13,7,Thursday,Twitter website,India,Negative,-0.5862,0.6064,0.2331
t00726,2020-08-13,7,Thursday,Twitter website,,Negative,-0.4823,0.5011,0.021
t00727,2020-08-13,7,Thursday,Twitter website,Ireland,Neutral,0.2347,0.7571,0.5183
t00728,2020-08-13,8,Thursday,Other or custom app,Global / unstated,Negative,-0.5513,0.5708,0.1611
t00729,2020-08-13,8,Thursday,Phone or tablet app,,Neutral,0.1236,0.6771,0.4539
t00730,2020-08-13,8,Thursday,Twitter website,,Positive,0.7282,0.7323,0.4688
t00731,2020-08-13,8,Thursday,Phone or tablet app,,Negative,-0.5356,0.5512,0.118
t00732,2020-08-13,8,Thursday,Twitter website,United Kingdom,Negative,-0.5572,0.572,0.1588
t00733,2020-08-13,8,Thursday,Twitter website,,Negative,-0.5805,0.5922,0.1962
t00734,2020-08-13,8,Thursday,Twitter website,United States,Neutral,0.0791,0.9079,0.8223
t00735,2020-08-13,9,Thursday,Twitter website,,Positive,0.6395,0.6438,0.292
t00736,2020-08-13,9,Thursday,Phone or tablet app,,Neutral,-0.4027,0.5632,0.1435
t00737,2020-08-13,9,Thursday,Twitter website,United States,Neutral,0.03,0.9412,0.8968
t00738,2020-08-13,9,Thursday,Phone or tablet app,,Negative,-0.7,0.7176,0.4527
t00739,2020-08-13,9,Thursday,Twitter website,,Neutral,0.1258,0.5354,0.2402
t00740,2020-08-13,9,Thursday,Phone or tablet app,United Kingdom,Neutral,-0.0483,0.726,0.5649
t00741,2020-08-13,9,Thursday,Scheduling tool,United States,Neutral,0.0281,0.9457,0.9046
t00742,2020-08-13,9,Thursday,Twitter website,,Neutral,0.0903,0.899,0.8033
t00743,2020-08-13,10,Thursday,Phone or tablet app,Global / unstated,Neutral,-0.1414,0.7952,0.6221
t00744,2020-08-13,10,Thursday,Twitter website,India,Negative,-0.5275,0.5575,0.1449
t00745,2020-08-13,10,Thursday,Twitter website,United States,Neutral,-0.0847,0.849,0.7312
t00746,2020-08-13,10,Thursday,Twitter website,,Negative,-0.4958,0.5185,0.0597
t00747,2020-08-13,10,Thursday,Phone or tablet app,,Neutral,-0.0011,0.7835,0.6747
t00748,2020-08-13,10,Thursday,Phone or tablet app,United States,Neutral,-0.2767,0.6725,0.3704
t00749,2020-08-13,10,Thursday,Phone or tablet app,South Africa,Neutral,-0.0251,0.8813,0.8095
t00750,2020-08-13,10,Thursday,Phone or tablet app,Ireland,Negative,-0.9195,0.9288,0.867
t00751,2020-08-13,10,Thursday,Phone or tablet app,United States,Negative,-0.4746,0.5035,0.0358
t00752,2020-08-13,10,Thursday,Scheduling tool,United Kingdom,Neutral,0.0844,0.8884,0.7904
t00753,2020-08-13,10,Thursday,Bot or auto-feed,,Neutral,-0.1189,0.8074,0.6517
t00754,2020-08-13,10,Thursday,Phone or tablet app,Nigeria,Negative,-0.6984,0.7231,0.4709
t00755,2020-08-13,10,Thursday,Twitter website,,Neutral,-0.0043,0.9293,0.8918
t00756,2020-08-13,10,Thursday,Phone or tablet app,Global / unstated,Negative,-0.6877,0.7052,0.428
t00757,2020-08-14,1,Friday,Twitter website,,Negative,-0.7161,0.7231,0.4532
t00758,2020-08-14,1,Friday,Phone or tablet app,United States,Neutral,0.3176,0.6728,0.3504
t00759,2020-08-14,1,Friday,Twitter website,Global / unstated,Negative,-0.8853,0.898,0.8087
t00760,2020-08-14,2,Friday,Phone or tablet app,,Negative,-0.9263,0.9308,0.8661
t00761,2020-08-14,2,Friday,Scheduling tool,United States,Negative,-0.6065,0.6242,0.2661
t00762,2020-08-14,2,Friday,Phone or tablet app,,Negative,-0.4864,0.5045,0.027
t00763,2020-08-14,2,Friday,Twitter website,Australia,Negative,-0.8234,0.8333,0.6766
t00764,2020-08-14,2,Friday,Phone or tablet app,,Negative,-0.6415,0.6604,0.3397
t00765,2020-08-14,2,Friday,Twitter website,United States,Negative,-0.4791,0.5157,0.0681
t00766,2020-08-14,2,Friday,Phone or tablet app,,Negative,-0.8289,0.8411,0.6945
t00767,2020-08-14,2,Friday,Twitter website,United States,Neutral,-0.0231,0.9387,0.8965
t00768,2020-08-14,2,Friday,Phone or tablet app,Canada,Negative,-0.7844,0.7925,0.5932
t00769,2020-08-14,3,Friday,Phone or tablet app,,Neutral,0.0209,0.8597,0.7791
t00770,2020-08-14,3,Friday,Twitter website,India,Neutral,0.1237,0.8544,0.7197
t00771,2020-08-14,3,Friday,Phone or tablet app,United States,Negative,-0.9005,0.9076,0.8222
t00772,2020-08-14,4,Friday,Phone or tablet app,India,Neutral,-0.05,0.9044,0.8315
t00773,2020-08-14,4,Friday,Phone or tablet app,United States,Neutral,0.1373,0.8561,0.7155
t00774,2020-08-14,4,Friday,TweetDeck,India,Neutral,0.0927,0.8557,0.7373
t00775,2020-08-14,4,Friday,Phone or tablet app,United States,Neutral,0.2523,0.6413,0.3358
t00776,2020-08-14,5,Friday,Twitter website,,Neutral,-0.3804,0.5168,0.085
t00777,2020-08-14,5,Friday,Twitter website,United States,Neutral,-0.1147,0.8351,0.6953
t00778,2020-08-14,5,Friday,Twitter website,,Neutral,-0.3538,0.6121,0.2412
t00779,2020-08-14,5,Friday,Phone or tablet app,,Positive,0.511,0.5168,0.0395
t00780,2020-08-14,5,Friday,Phone or tablet app,,Neutral,-0.1196,0.7852,0.618
t00781,2020-08-14,5,Friday,Phone or tablet app,South Africa,Neutral,0.0268,0.8706,0.7926
t00782,2020-08-14,6,Friday,Scheduling tool,,Neutral,-0.3938,0.561,0.1445
t00783,2020-08-14,6,Friday,Twitter website,,Neutral,-0.1696,0.7492,0.5391
t00784,2020-08-14,6,Friday,Twitter website,,Negative,-0.7132,0.7227,0.4549
t00785,2020-08-14,6,Friday,Twitter website,,Neutral,-0.0129,0.8723,0.802
t00786,2020-08-14,6,Friday,TweetDeck,South Africa,Neutral,0.0604,0.9295,0.8641
t00787,2020-08-14,7,Friday,TweetDeck,Kenya,Positive,0.7977,0.804,0.6143
t00788,2020-08-14,7,Friday,TweetDeck,United Kingdom,Neutral,0.3755,0.6128,0.2314
t00789,2020-08-14,7,Friday,Scheduling tool,Nigeria,Neutral,0.0525,0.9183,0.8512
t00790,2020-08-14,7,Friday,Scheduling tool,Global / unstated,Neutral,0.0698,0.8808,0.7863
t00791,2020-08-14,7,Friday,Twitter website,,Negative,-0.533,0.5492,0.1147
t00792,2020-08-14,7,Friday,Twitter website,Australia,Positive,0.9795,0.9835,0.971
t00793,2020-08-14,7,Friday,Twitter website,,Positive,0.9378,0.941,0.8852
t00794,2020-08-14,7,Friday,TweetDeck,Philippines,Neutral,0.0159,0.9168,0.8672
t00795,2020-08-14,7,Friday,Scheduling tool,United Kingdom,Neutral,0.021,0.8922,0.8278
t00796,2020-08-14,7,Friday,Phone or tablet app,,Negative,-0.5932,0.6041,0.2191
t00797,2020-08-16,2,Sunday,Other or custom app,,Neutral,0.0319,0.9427,0.8981
t00798,2020-08-16,2,Sunday,TweetDeck,United States,Neutral,-0.3182,0.6414,0.303
t00799,2020-08-16,2,Sunday,Phone or tablet app,Canada,Neutral,-0.2898,0.6101,0.2702
t00800,2020-08-16,3,Sunday,Phone or tablet app,,Neutral,-0.323,0.513,0.1081
t00801,2020-08-16,3,Sunday,Phone or tablet app,United States,Positive,0.9462,0.952,0.9099
t00802,2020-08-16,3,Sunday,Twitter website,,Negative,-0.5755,0.6093,0.2524
t00803,2020-08-16,3,Sunday,Phone or tablet app,United States,Positive,0.9813,0.9828,0.9672
t00804,2020-08-16,3,Sunday,Twitter website,,Neutral,-0.2366,0.7334,0.4819
t00805,2020-08-16,3,Sunday,Phone or tablet app,,Neutral,-0.3062,0.6408,0.3081
t00806,2020-08-16,3,Sunday,Phone or tablet app,,Neutral,-0.2896,0.6488,0.3284
t00807,2020-08-16,4,Sunday,Phone or tablet app,United States,Negative,-0.586,0.6148,0.2584
t00808,2020-08-16,4,Sunday,Twitter website,India,Negative,-0.5647,0.5797,0.1743
t00809,2020-08-16,4,Sunday,Twitter website,,Neutral,0.0443,0.7375,0.5841
t00810,2020-08-16,4,Sunday,Twitter website,Global / unstated,Positive,0.9814,0.9837,0.9698
t00811,2020-08-16,5,Sunday,Twitter website,,Negative,-0.6051,0.6288,0.2814
t00812,2020-08-16,5,Sunday,Phone or tablet app,,Neutral,-0.0508,0.9004,0.8251
t00813,2020-08-16,5,Sunday,Bot or auto-feed,,Neutral,-0.2536,0.7085,0.4359
t00814,2020-08-16,6,Sunday,Phone or tablet app,United Kingdom,Negative,-0.8344,0.8473,0.7075
t00815,2020-08-16,6,Sunday,Cross-posted,India,Positive,0.828,0.8309,0.6647
t00816,2020-08-16,6,Sunday,Phone or tablet app,Pakistan,Neutral,0.0669,0.9125,0.8353
t00817,2020-08-16,7,Sunday,Twitter website,India,Negative,-0.4737,0.5091,0.0535
t00818,2020-08-16,7,Sunday,Scheduling tool,,Neutral,0.06,0.9206,0.8509
t00819,2020-08-16,7,Sunday,Twitter website,,Neutral,0.1949,0.7709,0.5589
t00820,2020-08-16,7,Sunday,Phone or tablet app,United Kingdom,Neutral,-0.3632,0.5967,0.2134
t00821,2020-08-16,7,Sunday,Twitter website,,Positive,0.7363,0.7462,0.5023
t00822,2020-08-16,8,Sunday,Scheduling tool,India,Negative,-0.5727,0.5895,0.1959
t00823,2020-08-16,8,Sunday,Phone or tablet app,United States,Negative,-0.8472,0.8613,0.7367
t00824,2020-08-16,8,Sunday,Scheduling tool,Australia,Positive,0.7106,0.7161,0.4377
t00825,2020-08-16,8,Sunday,TweetDeck,India,Neutral,0.1823,0.8089,0.6221
t00826,2020-08-16,8,Sunday,Twitter website,,Positive,0.9,0.9039,0.8117
t00827,2020-08-16,8,Sunday,Phone or tablet app,,Neutral,0.2581,0.7203,0.4514
t00828,2020-08-16,8,Sunday,Phone or tablet app,India,Negative,-0.9024,0.907,0.8185
t00829,2020-08-16,8,Sunday,Twitter website,,Neutral,-0.3077,0.5567,0.1813
t00830,2020-08-16,8,Sunday,Phone or tablet app,,Neutral,0.0915,0.8815,0.7765
t00831,2020-08-16,8,Sunday,Twitter website,Australia,Neutral,-0.4645,0.5047,0.0249
t00832,2020-08-16,8,Sunday,Phone or tablet app,United Kingdom,Positive,0.965,0.9688,0.9413
t00833,2020-08-16,9,Sunday,Scheduling tool,,Neutral,-0.2827,0.6166,0.2835
t00834,2020-08-16,9,Sunday,Twitter website,India,Neutral,-0.4182,0.5168,0.0662
t00835,2020-08-16,9,Sunday,Phone or tablet app,United Kingdom,Negative,-0.5056,0.6296,0.3832
t00836,2020-08-16,9,Sunday,Phone or tablet app,Ireland,Neutral,-0.4442,0.5162,0.0522
t00837,2020-08-17,3,Monday,Twitter website,,Negative,-0.4759,0.5099,0.0538
t00838,2020-08-17,3,Monday,Phone or tablet app,,Neutral,-0.1414,0.7221,0.5124
t00839,2020-08-17,3,Monday,Twitter website,,Neutral,0.2138,0.4743,0.1045
t00840,2020-08-17,4,Monday,Twitter website,United States,Negative,-0.9204,0.9276,0.8625
t00841,2020-08-17,4,Monday,Bot or auto-feed,,Neutral,-0.0102,0.9189,0.8733
t00842,2020-08-17,4,Monday,Phone or tablet app,,Negative,-0.8952,0.9002,0.8055
t00843,2020-08-17,4,Monday,Phone or tablet app,,Negative,-0.7326,0.7408,0.4897
t00844,2020-08-17,4,Monday,Phone or tablet app,United States,Negative,-0.7037,0.7476,0.5392
t00845,2020-08-17,4,Monday,Scheduling tool,,Negative,-0.7476,0.7565,0.5219
t00846,2020-08-17,4,Monday,Twitter website,United States,Neutral,0.2246,0.7286,0.4805
t00847,2020-08-17,4,Monday,Phone or tablet app,,Positive,0.9771,0.9802,0.9636
t00848,2020-08-17,4,Monday,Phone or tablet app,India,Negative,-0.8429,0.8564,0.7264
t00849,2020-08-17,5,Monday,Twitter website,India,Neutral,0.2847,0.6573,0.3436
t00850,2020-08-17,5,Monday,Scheduling tool,,Neutral,0.1166,0.8721,0.7499
t00851,2020-08-17,5,Monday,TweetDeck,,Negative,-0.6874,0.7017,0.4177
t00852,2020-08-17,5,Monday,Twitter website,India,Neutral,-0.0041,0.9123,0.8665
t00853,2020-08-17,5,Monday,Twitter website,India,Neutral,-0.1077,0.8203,0.6765
t00854,2020-08-17,6,Monday,Phone or tablet app,United States,Negative,-0.8134,0.8275,0.6691
t00855,2020-08-17,6,Monday,Phone or tablet app,,Neutral,0.1961,0.7959,0.5957
t00856,2020-08-17,6,Monday,Bot or auto-feed,,Negative,-0.6452,0.6595,0.3334
t00857,2020-08-17,6,Monday,Twitter website,,Negative,-0.765,0.7804,0.5763
t00858,2020-08-17,6,Monday,Phone or tablet app,,Negative,-0.6207,0.6447,0.3133
t00859,2020-08-17,6,Monday,Phone or tablet app,,Neutral,-0.3854,0.5624,0.1509
t00860,2020-08-17,7,Monday,Twitter website,India,Neutral,0.008,0.928,0.888
t00861,2020-08-17,7,Monday,Scheduling tool,Global / unstated,Neutral,-0.0159,0.8528,0.7713
t00862,2020-08-17,7,Monday,Scheduling tool,India,Neutral,-0.1938,0.7702,0.5584
t00863,2020-08-17,7,Monday,Phone or tablet app,United Kingdom,Negative,-0.7654,0.7792,0.5722
t00864,2020-08-17,7,Monday,Phone or tablet app,,Negative,-0.5163,0.5317,0.0788
t00865,2020-08-17,7,Monday,TweetDeck,Philippines,Neutral,-0.3117,0.6197,0.2736
t00866,2020-08-17,8,Monday,Scheduling tool,,Positive,0.7243,0.7289,0.4624
