user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Krista Weiss,SF Bay Area,"SF / Bay Area Tour Guide, Transportation Guru, DMC Pro, Movement Artist w/ background in Classical ballet, Traditional Martial Arts, Pilates, Yoga & more.",2010-01-06 17:29:29,524,1250,8404,False,2020-08-08 13:14:50,Latest economic updates #COVID19 #Relief #Package #Coronavirus https://t.co/sYkgjm7R1G,"['COVID19', 'Relief', 'Package', 'Coronavirus']",Twitter for iPhone,False
myupchar,"New Delhi, India","Destination for Health Information in Hindi, English and every other Indian language 
जानिए अच्छी सेहत बनाए रखने के तरीके अपनी भाषा में",2016-12-08 13:00:03,580,53,152,False,2020-08-08 13:20:37,"#Tobacco consumption is the most avoidable cause of death in the world, killing more than 8 million every year. Stu… https://t.co/HrFyxo8tXo",['Tobacco'],TweetDeck,False
Missy Buchanan,Texas,"Co-author w/ Robin Roberts (Good Morning America) & her mother, Lucimarian: My Story, My Song. Voices of Aging, Living w/ Purpose in a Worn-out Body, Speaker",2009-03-27 23:03:34,4372,5001,24677,False,2020-08-08 13:26:21,"This week, I dropped off peaches from a local orchard on the porch of a 90-something friend who lives alone. She ca… https://t.co/bww9Xsu4tl",,Twitter Web App,False
Arab News,Saudi Arabia,"Established in 1975, Arab News is the Middle East’s leading English language daily.",2009-08-27 02:15:51,289364,38,6,True,2020-08-08 13:29:33,"#OPINION: #Merkel, like other female leaders from Iceland to Taiwan and from New Zealand to Finland and Denmark, ha… https://t.co/UZHzpNgrcy","['OPINION', 'Merkel']",Twitter Web App,False
Phil Rt. Honoursson 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺(😱🇬🇧👎),Edinburgh 🏴󠁧󠁢󠁳󠁣󠁴󠁿,We call her First Minister of #Scotland @NicolaSturgeon 🏴󠁧󠁢󠁳󠁣󠁴󠁿‘Not B*ris but #ENGLISHPM’ #saoralba🏴󠁧󠁢󠁳󠁣󠁴󠁿 #closescottishborder Stop Yoon virus😷,2012-06-15 19:42:42,2330,4463,26886,False,2020-08-08 13:49:31,#edinburghcastle on a sunny pandemic Saturday. Socially distanced and a lot quieter than you would expect in Summer… https://t.co/nso8qOvtJP,['edinburghcastle'],Twitter for iPhone,False
Alan Kotok,"Washington, DC","Reporter and writer on science, technology, business, policy. Publishes Science & Enterprise (link below). Iowa Hawkeyes. Buffalo Bills. Wash Wizards/Nats.",2009-05-01 21:37:06,2762,3844,3988,False,2020-08-08 13:58:09,"Physical symptoms experienced by people with Covid-19 infections are well documented, but the psychological toll is… https://t.co/e2pEpA3nlP",,Twitter Web App,False
🇺🇸 All Truth Matters 🇺🇸,Washington DC,"Lawyer, Constitutional Scholar, Political Analyst #Trump2020 #MAGA #ProAmerica #ProMilitary #AntiCOVID19 #ProConstitution",2019-09-17 21:25:57,363,761,2890,False,2020-08-08 13:58:46,I ALWAYS consider it to be a wise choice to rely on the ⁦@nytimes⁩ to provide an accurate analysis of anything havi… https://t.co/A2APi2poLe,,Twitter for iPhone,False
The Boxtones,Dubai U.A.E.,5-piece rock/pop Scottish & Canadian band • Signed to @UMGmena • Multi-award winners in Dubai • “HUMANITY” - @GulfForGood charity music video OUT NOW 👇🏻,2009-04-04 20:14:30,7679,3443,15316,True,2020-08-08 14:06:39,.@Boxtones &amp; @GulfForGood #HUMANITY charity is asking you to help spread awareness &amp; raise funds for children affec… https://t.co/hyWkqwegls,['HUMANITY'],Twitter for iPhone,False
East Sussex Medical Events Service,Portslade,An independant ambulance company in Sussex providing UK wide event medical cover with both road and 4x4 ambulances.,2011-02-11 08:52:31,1019,582,4624,False,2020-08-08 14:16:53,"Great weather, great comedy, amazing food... and superb beer ( so we are told 😌) 

Off to get a Pizza 😍… https://t.co/CNYUqi5Z0K",,Twitter for iPhone,False
goodgrief app,,"Goodgrief App, the social network for loss, is available FREE  for download in the App Store, Google Play and https://t.co/l3FXuSwMP0 You are not alone.",2017-06-24 02:18:26,1679,1903,3779,False,2020-08-08 14:18:00,"Social distancing is hard.  Even so, we can cope by giving and receiving social support through video, phone or tex… https://t.co/CBdvXRbCah",,Buffer,False
mary grimm,,"I'm a writer and passionate reader. I teach creative writing, graphic novel & comics, and urban fantasy.",2009-07-04 15:27:51,494,907,1683,False,2020-08-08 14:18:20,"Dr. B, on being masked. https://t.co/gh2k4Paeod
#COVID19  #rawdatafallout","['COVID19', 'rawdatafallout']",Twitter Web App,False
💧 Fierce Dinosaur 🔥 🐨 🔥 🐨 🔥 🐨 😪 😡,"Sydney, Australia","Worldwide we've elected a*holes: What have we done? 😳 
Refugees on Manus & Nauru! 😥
We're ignoring Climate EMERGENCY! 😥
Koalas going extinct! 😭
WE MUST ACT!",2009-05-07 07:49:13,2436,1436,168582,False,2020-08-08 14:19:52,"Yes, but it is NOT in fact $12,500 for every man woman &amp; child - mostly it goes to those who vote LNP; the poor get… https://t.co/6JZzoIC2xN",,Twitter Web App,False
Kari Joys MS,Global,"Transform Your Life to JoY! Discover your True Self! Powerful Emotional Healing; Psychotherapist, Author, Educator; Co-Creator of #JoYTrain at https://t.co/gU0GCBGGZ6.",2008-12-24 15:46:04,133685,81627,83063,False,2020-08-08 14:20:54,"Real #Beauty is what the heart can hold!

#JoyTrain #Joy #Love #Peace  #Kindness #spdc #IDWP #GoldenHearts #IAM… https://t.co/AEoQdLXVuJ","['Beauty', 'JoyTrain', 'Joy', 'Love', 'Peace', 'Kindness', 'spdc', 'IDWP', 'GoldenHearts', 'IAM']",TweetDeck,False
ತರ್ಲೆ 𝒯𝒽𝒾𝓂𝓂𝒶,"Bengaluru South, India",Cooking of drugs during the week and food during weekends; Dogmatic; Sarcastic; Debonair; ENTJ;,2014-01-11 10:18:31,5313,180,81567,False,2020-08-08 14:23:23,"How many more till the big guys are tested for #COVID19 positive...
Does this mean, the big guys weren't wearing ma… https://t.co/8fibRDEagL",['COVID19'],Twitter for Android,False
"Jay Ryerse, CISSP",(404) 944-6996,A day in the life of Jay.,2011-09-19 18:29:22,155,125,76,False,2020-08-08 14:24:23,Thinking about a switch to #cybersecurity? Work for an MSP and want to enhance your cyber fundamentals? #free… https://t.co/qMQdpADSRi,"['cybersecurity', 'free']",PostBeyond,False
Brooke Louise,"Las Vegas, NV",Dream. Smile. Dance. Sing. Live. Love. Vegas Born. 💙 Ella. 🐶,2009-05-10 22:51:06,413,264,8313,False,2020-08-08 14:26:51,For those of you that think #COVID19 just goes away at 2 weeks... I’m coming up on 3 weeks now and just got my seco… https://t.co/Ve0CF0OSVs,['COVID19'],Twitter for iPhone,False
NYC Health + Hospitals,"New York, NY","The nation’s largest public health system empowering New Yorkers to live their healthiest life. For appointments, call 1-844-NYC-4NYC. Page not monitored 24/7.",2009-08-12 16:02:33,29230,2554,16503,True,2020-08-08 14:30:18,"We are taking extra precautions to make sure our patients are safe:
+ Everyone will have their temperature checked.… https://t.co/auWUgRAWtW",,Hootsuite Inc.,False
Gaurav Patni,,Politics and cricket.,2012-05-13 11:09:18,263,1308,15556,False,2020-08-08 14:30:31,"12,822 #COVID19 cases, 11081 recovery &amp; 275 deaths reported in #Maharashtra today. Total number of cases in the sta… https://t.co/ITajowhZWs","['COVID19', 'Maharashtra']",Twitter for Android,False
Mindy Domb,"Amherst, Pelham, Granby, MA","Proudly representing the residents of Amherst, Pelham & Granby in the Massachusetts House of Representatives. 
#WearAMask #StaySixFeetApart
She/her/hers/Ms",2018-03-04 19:00:20,2183,1790,17992,False,2020-08-08 14:35:15,Here's a comparison between the USA and Europe re: #COVID19 you don't get to read every day. https://t.co/cJQCO9lmtM,['COVID19'],Twitter Web App,False
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26089,25288,2,False,2020-08-09 03:08:19,"ALERT: Pelosi, Schumer slam Trump's 'meager' executive orders on
COVID-19 relief - Global Pandemic News |… https://t.co/agRxI06KeA",,GlobalPandemic.NET,False
With Bear,San Diego CA,"Deep, Heavy Dubstep with Native American elements
https://t.co/CzGrNAhJBQ",2019-06-17 03:38:34,42,151,345,False,2020-08-09 03:09:19,.@CDCgov must extend its #NoSailOrder until cruise ships can demonstrate a commitment to protect public health and… https://t.co/Q0gW1q7XQY,['NoSailOrder'],Twitter Web App,False
yosiaki hasimoto,"fukuoka, japan","composer, guitarist, singer, songwriter. / hello! project / lisa / wwr stardom",2012-01-16 15:21:50,308,283,27,False,2020-08-09 03:12:11,"stay home as much as possible.
#covid19
#coronavirus
#stayhome
#socialdistance","['covid19', 'coronavirus', 'stayhome', 'socialdistance']",Twitter for iPhone,False
Cynthia Trentelman,"Ontario, Canada",Idealist. Francophone. Public transportation user. Former #GPC candidate. Seeking to bring forth evidence-based solutions to parliament.,2019-08-05 14:55:34,448,165,10147,False,2020-08-09 04:11:54,All the best to Ontario students and parents this year. Be safe. #onpoli #MaskUp #COVID19 https://t.co/WKYrr71hCj,"['onpoli', 'MaskUp', 'COVID19']",Twitter for iPhone,False
Keerthana J,"Hyderabad, India","Foodie, Software Engineer",2017-11-10 06:29:08,756,0,53,False,2020-08-09 04:13:27,"Highest single-day spike of 64,399 #COVID19 positive cases &amp; 861 deaths reported in #India, in the last 24 hours.… https://t.co/u7fAngYp58","['COVID19', 'India']",Twitter for Android,False
DesignGuru,North Carolina,Get money out of politics. Support #MedicareForAll. Be progressive. #GunControlNow Stand up & be heard! #BlueWave2020 #AnyoneButTrump,2010-05-06 11:44:50,118,250,14489,False,2020-08-09 04:21:06,"“If your job is gone and you can’t get a new one, a rich president who has only ever worked for his daddy has no cl… https://t.co/rHBwOrfHmB",,Twitter for iPhone,False
Sam c,,We'll see how this goes..,2014-04-23 15:38:38,35,371,2,False,2020-08-09 04:25:49,"Researchers created a test to determine which masks are the least effective - CNN 
#COVID19  #MaskUp 

https://t.co/L6bguEzSOv","['COVID19', 'MaskUp']",Twitter Web App,False
A2Z-NEWS Channel,"New Delhi, India","बड़ी खबरों का अड्डा
सम्पर्क करें :- newsa2z786@gmail.com",2018-11-17 08:44:38,313,730,965,False,2020-08-09 04:28:44,Deeply anguished by news of tragic fire accident at a #COVID19 facility in Vijayawada. Centre assures all support t… https://t.co/yRsutpJDSA,['COVID19'],Twitter for Android,False
paanimart,bangalore,best water purifiers in bangalore under one roof,2012-10-19 10:04:54,75,54,146,False,2020-08-09 04:37:01,"#Aventura 
 #Watersoftener
#Discountedprice
#Buyonline
#OnlyBangalore
#Covid19 offer
Transport cost and Installatio… https://t.co/XVyWsRbRiS","['Aventura', 'Watersoftener', 'Discountedprice', 'Buyonline', 'OnlyBangalore', 'Covid19']",Zoho Social,False
siva drakshrapu,"Hyderabad, India",indian,2016-09-23 05:19:17,2,106,398,False,2020-08-09 04:51:21,Shocked and distressed to learn about fire accident in a #COVID19 center at #Vijayawada. My deepest condolences to… https://t.co/oSCJF1u4sd,"['COVID19', 'Vijayawada']",Twitter for Android,False
Rajeshwar🧘‍♂️ Bharatvaasi,Hindustan / Bharat,"I’m an Indian 🇮🇳| I’m a Hindu| and I’m Proud of being so |Dharm~Eva Hato Hanti, Dharmo Rakshati Rakshitah! Tasma~Dharmo Na Hantvyo, Ma No Dharmo Hato~Vadhit!!",2010-03-17 13:21:58,159,757,13957,False,2020-08-09 04:58:33,Saddened news! A hotel 🏨 turned into COVID19 Facility Center burn To ashes taking more than 10 lives. Its a reputed… https://t.co/DjpPmb9SFG,,Twitter for iPhone,False
desphology,,We love #photography and #designing... and are having fun at #Zazzle!,2014-02-27 07:21:30,1598,476,282,False,2020-08-09 04:59:19,Ancient Egyptian Hieroglyphs Blue Face Mask for #Halloween https://t.co/WnBjhjwfdV #facemask #facemasks #COVID19… https://t.co/GviMUN9hSB,"['Halloween', 'facemask', 'facemasks', 'COVID19']",Twitter Web App,False
Diligently Seeking✝️🙏🏻,#TheTwilightZone,Diligently seeking God by seeking truth via Holy Spirit discernment. Much edu & eclectic life experiences. Ive been on the “inside.” It’s dark in there.,2012-12-26 06:03:51,770,215,9579,False,2020-08-09 05:20:25,"Let’s make sure we clearly understand this. In this convo, from 7/28/20, #Fauci says #coronavirus #COVID19 is ever… https://t.co/caiNsegghS","['Fauci', 'coronavirus', 'COVID19']",Twitter for iPhone,False
Naeem R Thomas,,Independent Writer and Research in the Middle East region. Geography and History major,2020-07-25 21:25:40,2,48,192,False,2020-08-09 05:54:38,@realDonaldTrump So no stimulus payments? #Stimuluscheck #COVID19,"['Stimuluscheck', 'COVID19']",Twitter for iPhone,False
Louise Sigfrid,"England, United Kingdom","Clinical Research Fellow, Public Health Specialist, infectious diseases, epidemic preparedness & response. Stronger Together. Views my own. @ISARIC @ERGO",2012-06-19 22:17:08,361,448,8701,False,2020-08-09 06:07:21,"Sweden's coronavirus figures are falling sharply,  #COVID19 https://t.co/GP6heoAqUq",['COVID19'],Twitter for iPhone,False
PIB in Andhra Pradesh,"Vijayawada, India","This is the Official Twitter account of Press Information Bureau , Vijayawada, Andhra Pradesh",2017-10-17 10:49:10,3436,532,2060,True,2020-08-09 06:20:51,"#CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on August 9, 2020)

➡️68.78% Cured/Discharged/Migrated (1… https://t.co/ai3EVJhgH4","['CoronaVirusUpdates', 'COVID19']",Twitter for Android,False
"Norm Farrell, IN-SIGHTS.CA","North Vancouver, BC, Canada",Commenting on B.C. public affairs at https://t.co/j7aSNMoZfA since 2009.,2009-03-29 03:29:20,4826,3461,3165,False,2020-08-09 06:22:56,Only a matter of time before conspiracy theory crowd move on from Bill Gates and start blaming Jeff Bezos for… https://t.co/6LamDk40dX,,Twitter Web App,False
Brifly.,India,"Just news, briefly.",2020-05-05 21:32:47,126,3,7,False,2020-08-09 06:50:05,"Office of Department of Information and Public Relations, #Dharwad is being sanitized after an employee was tested… https://t.co/dQpyzay57k",['Dharwad'],Twitter for iPhone,False
Dr Sophie Nightingale,"Melbourne, Victoria","General, Breast and Melanoma Surgeon working in Melbourne. Interests: cancer research, oncoplastic surgery, exercise in cancer care and familial breast cancer",2016-05-07 00:51:45,568,475,4364,False,2020-08-09 07:09:52,@Nishaobgyn Surely NSW can learn from Vic. Please. 😷 and close the pubs! Why do we always think it won’t happen to us?? #COVID19,['COVID19'],Twitter for iPhone,False
𝙎𝙤𝙡𝙞𝙥𝙨𝙞𝙨𝙢𝘾𝙧𝙞𝙨𝙞𝙨 🔞,None Of You Are Real,"Xbox : SolipsismCrisis

Playstation : SolipsismCrisis

Steam : SolipsismCrisis",2010-11-13 09:23:48,304,50,2,False,2020-08-09 07:20:24,"Oh look...

#COVID19 #Covid19UK https://t.co/tvsUaUd06z","['COVID19', 'Covid19UK']",Twitter Web App,False
TV Games,"East, England","40-something year old gamer rediscovering the past. 160+ Games. PS3 Fat (RetroArch - VCS2600/ZX Spectrum/NES/SNES, Managunz - PS1/2/3 ISO).  PS4 Pro (Glacier).",2019-07-05 08:17:56,148,237,2271,False,2020-08-09 07:21:31,A lot of talk around at the moment around how Britain should restucture/rescue its economy following the double hit… https://t.co/u0bsOXC85n,,Twitter Web App,False
SoulStone,,"Alive on कहवा -- शीर -- Coffee |
Shraddha Aur Saburi | Passionate for Music | 🍁 Roots in Kashmir 🍁 | शौर्यम, दक्षम, युध्धेय, बलिदान परम धर्म!",2010-05-30 12:38:52,213,306,7587,False,2020-08-09 07:26:06,"@WHO You mad or what ?

Why do you take U-turn every other month ?

Every other month, you come up with a new theor… https://t.co/x0MXgX5xsz",,Twitter for Android,False
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",2013-11-12 08:17:29,35842,4,7,False,2020-08-09 07:34:40,"#Odisha | #Khordha surpasses #Ganjam in #COVID19 cases 

#Sambad #SambadEnglish 

https://t.co/2UaYUlDqFr","['Odisha', 'Khordha', 'Ganjam', 'COVID19', 'Sambad', 'SambadEnglish']",Twitter Web App,False
TarHeelBruin,La La Land ☀️🏝🏖,UNC Graduate 🐏 married to a UCLA 🐻 Bruin.  Love my Cavalier King Charles Spaniels 🐶🐶🐶‼️ Cheetos are a meal. Walking 🚶‍♀️ on sunshine ☀️,2015-07-23 15:36:41,1775,2133,204763,False,2020-08-09 07:43:42,"Outdoor markets popping up so we can get out...

It’s 109 degrees outside #WTF #COVID19 #Noonecoming https://t.co/65VPSqpAn8","['WTF', 'COVID19', 'Noonecoming']",Twitter for iPhone,False
Dave Phillips 🇬🇧 🌍,"HM Tower of London, England","15 years #YeomanWarder #Beefeater @ #TowerOfLondon 26 years #Army #Veteran #999Family  All views are my own, etc.  After-Dinner Speaker, DM for details/bookings",2014-07-30 07:44:33,4747,176,86298,False,2020-08-09 07:46:48,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/Zqe1ypuvf9",['COVID19'],Twitter for Android,False
Deniz Engelhardt,"Istanbul, Turkey",‏أنت المدائن كلها بشمسها و ظلها . .,2012-01-24 09:20:30,1612,486,247559,False,2020-08-09 08:11:41,🇳🇿 New Zealand has gone 100 days without community transmission of #COVID19 — here's how they did it  https://t.co/aZpbQVrjkh,['COVID19'],Twitter for iPhone,False
Farida Bemba Nabourema,Freedomland,"Citizen of #Togo, Writer, Human Rights Defender, Pan-Africanist. Believe in a free Togo and a strong Africa #Togodebout Spokesperson of #FaureMustGo movement",2009-04-22 02:19:04,33367,2387,7417,False,2020-08-09 08:21:02,"Dear African presidents who love to travel, live abroad and visit us on the continent on the holidays, we know that… https://t.co/u2JUQxJ4cr",,Twitter for iPhone,False
Brifly.,India,"Just news, briefly.",2020-05-05 21:32:47,126,3,7,False,2020-08-09 08:21:17,#NewZealand has now gone 100 days with no community spread of #COVID19 detected. The news is confirmed by the Minis… https://t.co/szvWOJKFH7,"['NewZealand', 'COVID19']",Twitter for iPhone,False
UNFPA Bangladesh,Bangladesh,"The United Nations Population Fund: Delivering a world where every pregnancy is wanted, every childbirth is safe and every young person's potential is fulfilled",2014-04-09 09:25:21,6037,472,2024,False,2020-08-09 08:36:42,"Breastfeeding should not be stopped out of the fear of having #COVID19. 

Ensure to:
😷 Wear a mask during feeding
💧… https://t.co/HcTvNr3ugt",['COVID19'],Twitter Web App,False
Dr Angharad Watson,,"Working on REF Impact, parenting after infertility. Scientist. Feminist. Alt-ac career. She/her.",2013-05-17 09:19:06,426,969,7353,False,2020-08-09 08:50:33,For all the people excusing Boris's incompetence by saying that nobody knew what we were facing or how to handle it… https://t.co/GfEQrTmxkP,,Twitter for Android,False
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,57950,738,1088,True,2020-08-09 08:52:23,Festival committees in the city are brainstorming ways to ensure the safety of pandal-hoppers amid the #Covid19 cri… https://t.co/t8kDlG8rEl,['Covid19'],Twitter Web App,False
Social Distance Warrior,,I give up..... twitter me up.,2018-10-23 09:46:27,2,30,25,False,2020-08-09 08:52:34,"@seanhannity, hey buddy, let’s play the, “Remember when you said this” game. So, do you? #WearYourFuckingMask… https://t.co/2aag2wSR7W",['WearYourFuckingMask'],Twitter for iPhone,False
Kees71,"Rotterdam, The Netherlands",Stop the Marxist cultural revolution supported by the 1-percent. Stop lockdown. Stop fake pandemic. Give me liberty or give me death!,2017-01-31 20:22:03,730,795,17079,False,2020-08-09 08:54:32,"@huisdoktertim @rschonck David Icke: ""There is no Covid19, it doesn't exist. At no time did they isolate that so-ca… https://t.co/blIDhOxHos",,Twitter for Android,False
Mitra.H,"Copenhagen, Denmark",I am a former political prisoner who is currently working on human rights. My goal is to achieve freedom and peace.,2013-02-10 18:58:22,1355,1356,156509,False,2020-08-09 08:56:11,"#Iran's #coronavirus death toll is at 84,900
Group of physicians write to regime's officials emphasizing that 200 o… https://t.co/y91NBkpOJq","['Iran', 'coronavirus']",Twitter Web App,False
Sayed Mùhammad Shah Abeezur Rahmán.,"New Delhi, India","I want to be a  #Scientist in #NASA, #AIdeveloper, #DataScientist,etc in https://t.co/HB6Fhujh3V blood Turkish and an Honourable Indian(by soul and from heart).ALHAMDULLILAH☝",2018-02-12 18:47:05,307,3366,3924,False,2020-08-09 08:59:37,@COVIDNewsByMIB @ICMRDELHI @MoHFW_INDIA @PMOIndia @HMOIndia @drharshvardhan @PrakashJavdekar @PIBHomeAffairs… https://t.co/ttw2ItUXtR,,Twitter for Android,False
Sugan D Palanee,United Kingdom,"Father, husband, and born to serve",2009-06-25 19:32:08,1368,765,2687,False,2020-08-09 09:00:06,"#COVID19 is accelerating #AI deployment, but are business leaders and policymakers giving enough consideration to i… https://t.co/JzhX0jL6Y8","['COVID19', 'AI']",Sprinklr,False
"Ministry of Health, Malawi","Capital Hill, Lilongwe",Official Twitter page for the Malawi Ministry of Health,2020-04-13 15:17:31,1505,39,0,False,2020-08-09 09:01:50,"On education, solutions will be on a case by case basis. School opening is being discussed. #COVID19",['COVID19'],Twitter for Android,False
Jibu Elias,"New Delhi, India",Preparing India for AI @OfficialIndiaAI @NASSCOM. Editorial board @SpringerNature AI & Ethics. Trustee @mitraniketan. @LSEalumni.,2009-06-29 18:45:21,376,423,1757,False,2020-08-09 09:06:42,Exploring the possibility of going into a cryogenic hibernation till the end of 2020. Someone please wake me up on… https://t.co/ld632weWWk,,Twitter for iPhone,False
Rajprasong_News,"Bangkok, Thailand","Aka Sean Boonpracong: Pol analyst, fmr Thai Trade & NSC, SEAsia & modern China’s foreign policy from 1949",2010-01-22 15:23:08,12553,967,8597,False,2020-08-09 09:07:07,#Thailand is among only 7 countries and territories categorized in the latest US travel advisory as being at low-ri… https://t.co/HeKAm5ADXh,['Thailand'],Twitter for iPhone,False
GracepointICC,"Ibadan, Nigeria","At Gracepoint, you connect to grace and your life gets shaped!",2011-08-26 11:24:42,831,65,316,False,2020-08-09 09:12:23,"We serve a very big God!

#Gracepoint #WeMerry amid #COVID19","['Gracepoint', 'WeMerry', 'COVID19']",Twitter for Android,False
Respect - Unemployed,Glasgow Birmingham London UK,A Political Campaign Group - We gain political inspiration from Wal Hannington 'National Unemployed Workers Movement NUWM. https://t.co/hx7Bxh5ia9,2011-03-25 00:37:20,1161,430,2557,False,2020-08-10 15:11:38,"@JohnSwinney Our advice #Scotland... Ignore 
@scotgov! Open #schools demand @JohnSwinney 
@10DowningStreet… https://t.co/MretI2yAU4","['Scotland', 'schools']",Twitter Web App,False
Marcus Looney = Source Hill,"Roseville, MN",I love writing. It's my true love in life. I also  am a screenplay writer. #screenplay #screenwriting #movies,2019-06-01 18:45:11,132,333,1197,False,2020-08-10 15:11:59,Always smile even on the darkest days #writingcommunity #writing #screenwriting #covid19 # https://t.co/0ScJqDsSlf,"['writingcommunity', 'writing', 'screenwriting', 'covid19']",Instagram,False
Libertine Scribbles,"New Delhi, India","Writes to motivate a strong soul!
An effort to write up things that keeps going on in our daily lives!
Coming up with new trending ideas!",2018-03-28 19:30:06,74,330,53,False,2020-08-10 15:12:22,"Stay home at guys!! 
If you step out make sure you wear a mask
#WearAMask #COVID19 
@YUVSTRONG12 @CampaignYolo… https://t.co/4BsNBwlk2X","['WearAMask', 'COVID19']",Twitter Web App,False
STAYHOMESAVELIFE,,"I just socialise,dont catch feelings 🤣🤣🤣🖐🖐🖐",2012-05-25 16:45:38,2417,2502,8729,False,2020-08-10 15:13:02,This was better than #COVID19 atleast you die a happy soul. https://t.co/LtL0SuaPVZ,['COVID19'],Twitter for Android,False
Doni's RC Adventures,,"I like to help others, and try to be better than I was the day before.",2020-01-26 20:57:26,50,7,8459,False,2020-08-10 15:13:59,@TryAgai94108261 @mmpadellan Trump will be remembered as the greatest President ever #Trump2020 #Trump2020Landslide… https://t.co/OllV1o0TNq,"['Trump2020', 'Trump2020Landslide']",Twitter for Android,False
Krishna Accessories House,Indore,,2019-12-26 06:45:24,2,0,13,False,2020-08-10 15:15:18,Shop the best steelbird dashing flip up face shields from Krishna Accessories House at the best price and protect y… https://t.co/YiCJwBS06W,,Twitter Web App,False
Citizens Action Group,"Lagos, Nigeria",We are concerned citizens doing our best to provide support to private and public healthcare and promoting awareness and sensitizing the public about COVID19.,2020-04-08 12:08:08,136,10,3,False,2020-08-10 15:15:30,"By understanding the factors that put the aged ones at an increased risk, you can make decisions about what kind of… https://t.co/9licDP9697",,Twitter Web App,False
M. A. Taylor Stark,,"I have a passion for nursing home reform and supporting inclusion and I am an active advocate for both. My ""mantra"" is Quality of Life Is Medically Necessary"".",2014-09-30 18:58:01,22,81,454,False,2020-08-10 15:16:21,"""We should not have to BEG to be part of our Loved Ones life"" #COVID19 #NotJustAVisitor @MayorOfLA @GavinNewsom… https://t.co/7HEMuj2Tqe","['COVID19', 'NotJustAVisitor']",Twitter Web App,False
Naomi🇨🇦,True North,#cdnpoli🇨🇦#StopTrudeau.🇨🇳🇭🇰🇹🇼 watch. Mockery is the best exposure of absurdity. Politically incorrect & speak inconvenient truth. Happily Married.,2013-02-26 15:13:22,3187,1487,6673,False,2020-08-10 15:20:10,Serious question: Is #COVID19 racist? Black people are disproportionally affected by #COVID19.… https://t.co/OvfeOd9pK1,"['COVID19', 'COVID19']",Twitter Web App,False
Latina Comunica,"Miami, FL",Independent bilingual media in South Florida. Medio independiente bilingüe en el sur de la Florida. #LatinaComunica,2015-03-29 04:53:23,1258,1944,1750,False,2020-08-10 15:23:21,Almost 100k children have tested positive for #COVID19 in the US  https://t.co/V1AV4G10oV,['COVID19'],Twitter for iPhone,False
InterAcademy Partnership (IAP),Worldwide,"The global network of science, engineering & medical academies collaborating to provide independent expert advice on scientific, technological & health issues.",2015-01-27 12:02:58,3113,692,1481,False,2020-08-10 15:25:15,"🇨🇺Rafael Bello, from the Marta Abreu Central University in Las Villas, was elected along with seven Cuban experts t… https://t.co/WXJ9ew2orh",,Twitter Web App,False
Melissa V.,,,2020-05-19 16:25:59,16,23,5,False,2020-08-10 15:31:05,"We call upon the White House’s negotiators 
@MarkMeadows @stevenmnuchin1 to join @SenSchumer @SpeakerPelosi once ag… https://t.co/NoC684Hy6n",,Twitter Web App,False
KC Happenin',,"Born and raised in beautiful WA State. Realistic optimist. Quietly spiritual. Woman, wife, mother, sister...and Warrior for the light.
#mainecoonlife #resist 🌊",2009-07-16 15:28:00,128,364,3957,False,2020-08-10 15:34:08,"@DemocracyInn Don't let up, people.  Vote like your life depends on it!!! #TrumpIsANationalDisgrace #coronavirus… https://t.co/gyDJSm1GPo","['TrumpIsANationalDisgrace', 'coronavirus']",Twitter for Android,False
JΞRΞMY ☆ BL♜SS,Chicago . Phoenix . Memphis . NYC,"Pro Sports, Hard Facts, Good Friends, Loving Family, P.L.U.R., Jesus & Only the Best! @Penn_State",2013-01-03 22:04:57,766,4995,108407,False,2020-08-10 15:37:46,"PSA America &amp; @sam_vinograd 

🔮🇺🇸 my #COVID19 Test;
was (Negative)

💍🕊🧬
-JB https://t.co/iOI8ZPKwa7",['COVID19'],Twitter for iPad,False
M Health Fairview,"Minneapolis, MN",We are driven to discover a better way of delivering breakthrough care closer to home. Follow us for news and inspiration. #MHealthFairview,2010-12-08 20:51:27,6389,399,2915,False,2020-08-10 15:38:17,"This weekend we gave free #COVID19 tests to over 1,100 people. “I’m thrilled there are so many people here,” our do… https://t.co/MlS6kiIuyO",['COVID19'],Twitter Web App,False
chip mcdonald,"Augusta, GA","Guitar teacher, musician, photographer, writer of scurrilous dialectic, consumer of fine maki.Don't be confused: I will not support Red/Blue Team anti-estab FTW",2009-04-10 16:29:08,918,795,85637,False,2020-08-10 15:38:34,"Don't be the person referring to what you think are technical aspects of ""the vaccine"" as if they're all the same.… https://t.co/qZtPaHjylE",,Twitter for Android,False
